Insult,Date,Comment
0,20120529211613Z,of course iran has been talking us to death for years in their development of nukes xa with obama and hillary they have willing allies to prolong it even further xa the israelis and believe or not the saudi and jordanians will not wait for obama knowing exactly who he supports xa the arabs have as much to lose because occupying them is also on irans time table xa simply put the iranians are shiite and the saudi and jordanians are sunni they hate each other deeply xa in this case enemy of my enemy is my friend at least for today
0,20120529233723Z,getting your face ate off
1,,do not you get tennis elbow from jacking off as much as you do
0,20120610160701Z,nigga didnt even pinch the bitch he a cowered tho deserved that ass whooping
0,20120611190127Z,a frank yesterday a frank today a frank tomorrow i have been and always will be one big frank
0,20120619161616Z,tstev you really ought to get a life you accused me of being another commenter pretending to be a supporter of that commenter stance in another article long ago you post more than anyone i have ever seen and your posts are always vicious petty and pointless and quick to whip out ad hominem attacks you post so often that i wonder how do you pray tell make a living are you one of the do you live in your parents basement i sure you ll accuse me of being yet another abigail or something idiotic along those lines by all means deflect away from legitimate discussion that the height of maturity
0,20120618201729Z,what muslims are currently being line up for hate <SIGNS>
0,,i feel bad for the woman what would have made this story better is if the man attempted to rape her and she pulled a mm and gave that guy a dirt nap but who needs guns guns are barbaric and rapes murders and home invasions only happen in the movies and on tv n ninstead this guy is gonna be in jail and all the liberals will think he is gonna be rehabilitated and he will become a contributing member of society on release xc xa n nsuch a waste of tax dollars
1,,bitch be quiet somebody needs to kick your ass for talkin that stupid shit hoe
1,20120609204523Z,you are a complete moron
0,20120611191705Z,android is everything steve jobs envisioned ios to be that why he hated it so much lmfao that was apples most pathetic update yet that shit should not os
0,20120527164037Z,thats ok if i get in trouble there will be millions worse off i ll loot with the best of em
0,20120609195443Z,the boys at epic mealtime must be proud
0,20120529124855Z,i like season ok it was not as good as the later half of season first half of season but it was not terrible or even merely bad
0,,shola what planet do you live on you need to get down to specsavers blind or stupid <SIGNS>
0,20120529035751Z,illegal cuban zombies castro revenge for sega genesis only from akklaim
0,,i believe in the mantra no risk no fun however n non balance i would have to fall in line with the do not do it camp on this one having said all that there is an old snap of self on a dirt bike laying around somewhere with my young daughter clinging to me on pillion seat having fun but neither of us wearing crash hats n ni guess we all have rash moments
1,20120612124952Z,you piece of scum according to the sa constitution this lady was a black person hope your mother is the mother of all old cows idiot
0,,arsene wenger is a great manager of that there is no doubt and i for the life of me could not understand that substitution however he is the manager not me and he may have had a sensible reason for doing it we do not know
0,20120612151535Z,i feel like shotime looked inside my dreams and just picked a bunch of random shit out of it to make a show sheen caplan sex period pieces retro science and sex
0,20120619014740Z,shearnut that you may be correct i do not like people who want to destroy america
